mouse_event_count,avg_mouse_speed,mouse_speed_std,mouse_direction_entropy,click_count,click_rate,click_interval_std,scroll_count,scroll_variance,avg_scroll_jump,key_event_count,avg_key_delay,key_delay_std,total_events,event_rate,event_type_entropy,label
190,0.8369712862343917,0.40278526280721344,1.286224686869708,15,0.0,789.6925178654191,176,777.832118784717,90.2125526651638,47,1.8604175209005973,67.91383211281358,428,0.0,2.149108374868534,0
573,2.5893971427925147,1.6328193606975787,2.8342681069788522,13,0.43799938163261554,0.0,980,2963.915678209444,44.3028264323965,109,33.1752151837608,66.41359860712014,1675,8.131233155269836,0.8450612323786637,1
101,1.8112857226910934,0.42254295580014756,4.352207023199166,6,1.219294789976827,0.0,34,1533.2083806791552,70.26166225231736,73,415.0734866494173,116.12109946500007,214,6.312080937845265,2.432240579112463,0
356,0.568728480562009,1.167131208772759,3.2692600389795414,15,0.9653876621644664,0.0,588,0.0,45.54403399627284,32,73.08717356722627,150.26034714885202,991,36.3247111918215,0.39941406628862186,1
447,1.2129642884800496,0.9593979664536727,1.7594802649101873,1,0.8753486920756045,198.28217718065173,1091,3375.4700843483793,31.54576155093914,47,48.16510633707752,15.835387223608976,1586,11.998512147339772,0.0,1
177,0.0,0.712401820414337,1.400380104116271,2,0.0,0.0,291,1529.6608137589221,41.21432788173337,0,162.05643146374183,18.681719082084868,470,2.083803282240469,2.025092633676956,0
0,0.07043862796314448,1.4812732536991757,2.363124718974331,18,0.0,602.8228136559695,944,806.0349860521952,104.71381315728382,129,0.0,0.0,1091,3.2978714742816457,1.8927676955689379,1
301,0.823550980948326,0.81861435090158,2.1960736622835286,2,0.6638452216988117,717.0141554133457,393,3626.883506386096,44.75969447369114,18,0.0,35.29324019766412,714,13.330202275946235,0.0,1
122,0.589750163390935,0.6738655960706363,1.3741141839008968,3,0.0,154.97964264228222,340,0.0,26.013041409215518,63,105.32466814559578,310.3950741573181,528,7.912514597213031,1.2366212269259311,0
53,0.26523519291775677,0.0,4.8605894804369045,11,0.5108046181907584,1613.0910971730073,118,798.1949188760061,96.49255584747186,93,233.16169586976514,0.0,275,6.334318517569007,1.31332193282394,0
233,0.8151743701091281,0.6299003633683871,0.1942938138995074,19,0.0,1170.5653667547786,803,1906.8164291371556,24.070291615101787,66,160.30516986043583,27.59756707434964,1121,17.185789674332838,1.5473535247334413,1
85,0.8783890341341734,1.3416918141932497,4.01031927990833,8,0.8358739932723671,841.5277354435027,356,2601.1535318326028,37.75556488810912,63,274.78335141417205,135.02235420983382,512,12.332310537952367,1.5177893117450592,0
123,0.5534353629452609,1.0206252922552113,1.12093529716649,4,0.0,217.53344731076925,808,1141.296138991488,0.0,192,269.7198586599043,81.35464213433005,1127,11.040526776731154,0.06950130969187285,1
158,0.8093737711609545,1.1865348760085601,2.548553289295171,6,3.06534490905619,0.0,269,812.1801679749651,31.181789520131602,85,8.490617209768715,101.09482969908179,518,12.186771437781097,2.2607183403912767,0
70,0.4956792432541878,1.3618771624749675,4.927762092786862,6,0.3457925314101121,2052.030352858941,106,836.1398678725905,36.14866769270003,26,145.2954878114279,126.33659303083182,208,0.0,3.255194797295273,0
132,0.4804192643117196,0.0,3.6560478655415833,8,0.9348854193193682,0.0,326,1645.5997637932023,77.16268360305236,12,238.74591578095595,222.1186933146962,478,0.0,1.4862365960712758,0
118,0.8085319652578964,1.450183157761184,0.8571089902412364,5,0.2452127711709987,1926.611898735364,1154,0.0,0.0,147,288.9555495461411,127.0848132395099,1424,12.258640037148641,1.4761453904234234,1
600,1.1657531497253335,0.6917265499599684,1.8132121284079177,9,0.0,2295.3168883251124,545,1445.9543906776405,18.079290406351006,66,12.749839558396317,122.22974168259026,1220,9.449309799704972,1.424858339062847,1
28,0.11285783049003001,1.0621490864661072,0.0,12,2.1084428836195563,0.0,292,479.1227252950698,35.435735323089894,81,234.34476349776023,273.964084617959,413,10.248371454830917,0.7145572524085652,0
94,1.3554946560271688,0.6228737768942266,2.2639419278685473,22,1.3264811058153774,1169.157151100264,58,1102.0710658320018,57.34805937186771,1,96.41239874571093,0.0,175,0.0,1.231063593121926,0
638,0.6585419743920634,1.8994570273196474,1.8486295318448982,15,0.0,481.6754316620242,643,0.0,19.672719605024085,182,279.82888450354073,21.34960484694966,1478,8.89471297465204,1.398539814136475,1
107,0.6410286572044748,0.8788967858810862,3.389227749784904,2,2.31021300550289,12.50911288902114,131,1115.3475722433614,79.93470402136042,70,400.09981750303064,191.4894767083461,310,1.617611297909435,1.1791100939136978,0
103,0.08716022175135824,0.4757874479456488,1.7089040585332647,8,1.412169903060385,0.0,362,2314.874626507566,72.02787292227829,12,487.3300410993819,89.93452209957917,485,4.899109508641725,0.0,0
171,0.5945545245797289,1.376202096178139,3.5662482799339035,4,1.2043909918637157,0.0,77,1518.5051090314435,42.301407040995755,8,164.24729056431434,163.75008616572975,260,8.332150359086246,1.3614892606138398,0
89,0.7816307859430229,0.4408924102490581,1.3154949723463139,17,1.8073996187310106,310.2551521134979,388,1031.0380845003926,67.51978821388761,12,201.69867277191153,159.46960666970955,506,2.9761604984672503,1.1227201319254387,0
193,1.2067867402893082,0.5291291431102833,0.0,17,1.8934987271856183,0.0,17,251.91396831318366,36.99312748464439,35,427.3490451360841,55.21442864015498,262,7.487619875135458,0.0,1
655,0.5506347598336916,0.0,1.1936662891611691,14,3.465515674242617,277.80191339143937,844,355.2218141273463,98.54697241107864,58,288.14108168793507,106.85720409171716,1571,0.0,0.0,1
414,0.5929903822258152,1.4464723255633702,1.5917513798948966,2,1.3691508706644027,1450.0657248997018,199,2982.3876875794585,95.65200130180024,110,42.76901171908756,114.31478998128648,725,3.8977594718561592,0.4791063880809393,1
189,0.09775830860342533,0.5800073941262608,4.765280114092329,12,1.4216117269832718,1231.7087513683482,101,0.0,55.67103748722413,30,57.75723325757656,6.459792441835333,332,6.715906610575038,0.7670155523248706,0
159,0.5950820240405201,1.1411904404205226,0.0,2,1.6259097958480813,379.58473274698815,12,3154.0166930070213,69.68673815140214,115,83.79281956499852,22.860968385392546,288,4.138288983533558,0.0,1
33,0.39375928199324406,1.164103805708487,1.1048029207773205,15,0.9484601780152253,148.20646443201338,398,1737.0799871621793,38.372733478797905,0,552.0176603211128,18.498308581974186,446,7.542763619406827,1.573194106137632,0
418,0.5517847101139816,0.8520119580262173,1.7481096920875505,18,1.9418602338717568,0.0,383,364.6985596561508,56.47890029614432,182,171.4053474593457,213.2653389373087,1001,9.468458560536003,1.6642746302324376,1
53,1.1070540620104568,0.9341624490666172,0.0,8,1.3714532556188246,453.26862350009924,1109,2245.478853365468,127.72281692797543,95,0.0,142.8403990819961,1265,0.0,1.9969399126567686,1
348,1.6099201890033932,1.2176524333766763,2.858857685109036,6,0.0,436.5532982313897,98,2583.8963981777506,97.94540894784669,166,279.4795907074497,37.63714430880391,618,0.0,0.6307753360948805,1
507,0.9820356363485898,0.647918379830619,2.4828959689683545,3,0.0,1435.7244664238344,467,1839.5504751983021,86.83513670809619,71,321.5530425128373,85.45581584922418,1048,8.86040895279412,1.4080110068885787,1
197,0.40722461543898075,1.117685922523632,2.880509528605751,24,0.941238934306405,1518.7182426392883,208,586.2596696519026,38.27133920641063,88,201.88415074101727,89.30695156690057,517,0.0,1.5950522198659118,0
363,1.9268920421781497,0.0,0.08460540599840471,14,0.28226206370112084,0.0,365,1270.2928501512965,128.90872103657722,199,6.290899631700569,9.890849338350208,941,0.0,2.0490860703326375,1
224,0.0,0.25782482603505064,0.9169748157678047,15,1.0804457850233908,1376.7843644117468,1061,248.17226683534932,51.40402566204089,108,0.0,34.534796199486586,1408,27.848434493921072,0.9676896445431418,1
385,0.0,0.6299024539575695,2.230825718419389,0,1.8285896830446715,752.0535534397369,921,3673.756348971764,135.73385001463856,79,253.41494399292907,53.71579432641967,1385,12.736372850663445,0.0,1
129,0.4620622381489223,0.0,1.9063433700896601,19,1.9668673289677105,408.7442772520962,142,1355.9521427428272,48.480643868838925,30,160.08244475854096,166.39064366169754,320,14.605767750375493,2.4350200270620714,0
12,0.22245483216218087,0.1633560450268861,5.823787322525618,13,0.22824469660375446,1318.5803993894056,314,1463.0232966668161,35.9230292764178,35,108.02392569698756,15.559401532032311,374,8.257631501511504,1.0549699090360631,0
682,1.3983243120772588,0.48972911859402946,3.7200226962806173,3,1.428103087981608,0.0,194,1958.8783134097284,94.83746515045107,25,134.73877538131072,255.46107440011812,904,26.270895369719526,2.071526727394796,1
90,0.3832849511451033,0.4954906786330363,4.128330701276083,4,1.5545768003778764,1237.2878166546616,122,0.0,69.10465217339382,16,330.69683588996094,97.69259787705758,232,5.648877528866681,0.7332676583123416,0
469,0.7471299533979538,0.0,2.2971311101601763,8,0.0,0.0,281,6024.866506462072,114.24725869131011,170,175.57264158591377,37.705732327399694,928,4.765596378186595,1.4465056739990545,1
108,0.0,0.7691224280693933,0.0,15,1.4184960472003394,1409.6598253585066,578,1476.4051055896382,29.520946382758776,151,151.90572250160585,88.70136684825532,852,8.699703100445289,0.9131729645717324,1
142,0.37993060357072195,0.2514582136400138,7.723270617464927,14,0.0,1579.6075566973168,202,1145.2981862733013,49.273516824776834,29,186.60940960023083,78.0631116106415,387,0.0,0.6816498079004847,0
11,1.3069366881035278,0.9936921109828107,3.696927448855033,1,2.019049689804972,1381.2257884585188,317,0.0,57.842272305119835,42,0.0,149.174952512048,371,7.328856675824744,1.7834175783565254,0
515,1.0595936484620136,0.32787735761272685,1.875868327887372,3,1.65849971504535,134.50294915842716,1156,2831.5782484447464,8.04561800643392,17,333.373535738265,0.0,1691,8.188660314389391,1.018007868703297,1
164,0.6425890359966577,1.0034569858951732,5.589267931413634,20,0.19929917641220007,2038.883033934128,213,1007.6205231217247,28.34026413192954,85,194.97023154061384,177.70512578051236,482,3.1550813858608957,1.9815063173086327,0
644,0.5661285347604911,1.2465940260992685,1.8822566007839794,15,0.23215449018279655,130.25798281683672,1168,321.88941638915867,80.46061473257305,107,117.54715717030403,161.51125824598168,1934,3.000457204098547,0.9412807369035575,1
495,0.8905169843867173,0.8856819029655287,6.002108082773693,9,0.0,763.8499981386931,454,1932.6651694420025,57.57426243015454,82,241.2166785203345,131.27238762559926,1040,0.0,1.1834036371749654,1
630,1.1573587850152816,0.0,2.541897099261542,0,1.3634345892178468,881.460498817287,851,0.0,58.406389842080316,165,51.60990808154155,152.87834073839605,1646,17.773318828669368,1.4317208347272192,1
637,1.7738112348888957,0.0,1.0727137701889589,10,1.2643989310153247,3.7492289123384808,22,0.0,43.46022640928879,41,37.7037150916625,127.40443810031039,710,23.816810878823205,1.5745822024874898,1
71,0.3938905127672599,0.6734496551209317,2.7844934363076823,25,0.16298857476254058,313.4706086401197,302,539.7130023471482,0.0,100,213.4163315344189,105.533304407999,498,10.964371008164079,0.9685400888380052,0
507,1.403723586347748,1.7543494568940317,2.3967453744433302,10,1.2831672435590176,117.67525005555291,743,1207.7314054308986,0.0,43,145.98553382357562,109.90876969354127,1303,30.64220398300893,1.9940954057981082,1
491,0.0,1.8630391466478904,3.3185433807424483,8,0.0,903.1593005225711,697,2460.2745479568293,27.830172938904084,98,339.6976789036987,91.22286509329722,1294,10.197199703036452,1.949471114275282,1
442,0.669352391769639,0.8608142058729736,2.268686772513176,8,0.0,0.0,1163,0.0,0.0,182,0.0,21.594001148930204,1795,23.09254174320463,1.1536608592987125,1
543,1.5472390695268294,0.8744340735500911,2.337047262206491,15,1.2196865154392083,660.1164660878708,91,5327.514688569599,110.52800788819806,14,0.0,0.0,663,11.414543165833171,0.835957957847093,1
761,0.32448227632420135,2.497911776210074,2.7860757413264823,3,1.4454071332759366,1915.629451187792,680,924.2420428870412,80.00318249832958,19,0.0,110.08194605067465,1463,13.986404028383728,1.2055920481245,1
88,1.0691663545841679,0.5332747660713535,4.642123345624526,3,0.7041871204606718,79.20581016624033,90,979.016002564728,13.616785076044856,68,224.9314900828989,11.719197723333124,249,7.435719919651571,1.831736600945467,0
64,1.0892228729075697,1.8926495558510563,1.3594665724749595,2,2.0734888807286613,0.0,83,849.5348474232636,46.72094470077873,19,261.54692689813567,68.02373723357448,168,5.303350195698483,1.1261109538054588,0
230,0.09792554235638595,0.5789880742844384,3.6065538030296294,11,0.0,1081.3267964429097,1165,0.0,91.6986284604649,160,103.65103718151013,43.62295474904778,1566,13.807132569455167,0.92771883755896,1
50,0.4571867722488956,0.48254281836786417,1.7763586217898473,25,0.5605021637851357,0.0,54,1300.2271607691519,44.986585699612455,68,291.0271932380366,0.0,197,2.5078150863512105,2.623899584042705,0
28,0.8636163018903735,0.8269525432189946,5.262634827063135,21,2.894286229603982,1308.126476132239,297,1090.8467066996145,41.85000958101531,55,313.4539594138159,46.06829832872074,401,5.453647500043557,1.0207044478835958,0
779,0.7047867981923742,0.5624201993578222,3.381043747413784,14,0.0,857.1931481990791,585,1876.7862171458137,39.34453156773774,46,240.26168503801102,127.6697311411871,1424,7.568901060017055,1.2198240380566956,1
25,0.7598892805030839,1.0983306557576331,0.0,18,0.986303221959986,1895.7519005664858,999,3972.759633237183,110.50983687893971,155,0.0,72.73506320619664,1197,1.058910264588599,1.4885103505354302,1
74,0.2796925522955398,1.118936237670318,3.290474338666217,10,1.2824147611897347,1926.303890701591,85,0.0,57.04360550487622,5,100.77082906636767,266.7052184179929,174,0.4835349152072963,2.6619417935238614,0
107,0.5642176645006978,0.4786222937641621,1.8320908269404912,11,1.0043835838913668,1981.5350683535812,345,1084.943871461378,46.41261542060838,100,215.9012929039343,99.02896375855036,563,2.6018281222393553,2.2492484656842207,0
39,0.8885107847158746,1.2801184192991935,1.697961680051169,1,0.0,1329.772856193983,41,128.67557000169995,37.468068102987345,90,137.16710542529728,177.07581316720993,171,9.360519117673459,1.6979236953831611,0
788,2.2962496007231383,0.8586427948787718,1.894374351017571,9,1.1264834924726366,30.458418433155998,934,0.0,0.0,2,89.47917742411965,189.21582744921068,1733,0.0,2.426037126496974,1
302,1.3218279644865212,0.9048235488294761,1.4182352973931889,4,1.1081078592322882,272.7801172915721,876,3880.315118463238,85.33135737606248,161,175.2438175138719,0.0,1343,13.022540323924474,0.9776442269297957,1
50,0.011322514860734545,0.608027433395437,3.720520715443839,0,0.0,1002.5084830825024,369,0.0,0.0,116,218.7113248629177,77.62513123280331,535,10.808834086849101,2.5015864806902828,1
141,0.4310903020425691,0.6981716112421219,3.1669653717918584,20,0.75221116267615,0.0,329,0.0,44.5442451050187,67,220.7271107496688,133.44364392872734,557,5.895342560054885,1.5459677026180878,0
130,0.26604125335488715,0.7766735533461132,3.1012650456268047,2,0.2225285557938821,857.4043723094399,280,206.38689754288657,52.236361408132886,14,412.5497804381922,148.27749032362428,426,22.497935285884626,1.2355197869157704,0
86,0.7380687802866776,0.14107743167984022,1.5736063235412954,14,1.9584328914014018,802.7252391304147,180,2043.6396127610255,77.83101759185195,52,36.08762281151283,7.251761938148903,332,8.421512923290116,0.2882603497584937,0
74,0.6829579613031569,0.9690853375357944,1.4035695873118432,12,1.940662072406177,1140.068944437689,3,961.2854347736287,0.0,58,397.68805820689215,45.27896321382356,147,10.876469107077607,1.8103783085981087,0
396,0.0,1.2210276869349324,0.7728701821338245,20,1.6152243180920647,1647.8939014816672,941,3084.8018052298735,16.087796324464477,85,154.59120879614386,51.638191442063665,1442,5.345079567146568,0.962320071020257,1
88,0.4224235023625674,0.7424168566760156,1.1208756915984528,20,1.8714410662039431,897.0036176084532,328,0.0,52.22600989558962,64,161.37298876246064,0.0,500,5.847500270188171,2.085318394599704,0
10,0.39752816849983774,0.7541848457474469,2.977984043956308,5,0.7583679973902873,497.73429780547775,196,1253.9772901663957,75.82372193454907,15,147.94889352982568,54.03205386276203,226,8.583396655492702,1.9711625050628923,0
636,0.607264869569594,1.7139016372366753,1.5149540517439826,19,0.4341547201796005,557.5329656988223,799,3895.082386410253,101.79956201433433,128,0.0,121.97165888891456,1582,0.0,0.6494510257598118,1
430,1.0126118014922372,0.6546153391414294,1.5712485883472236,13,2.76508655706489,0.0,401,1483.6592004860338,100.9478985011547,74,9.567017759967172,186.98790282885557,918,7.949880371744692,2.3334054842562404,1
154,0.6476662821245593,1.2956640307237055,2.2954450992938957,15,1.2699053017421482,1087.6832084974044,45,990.9950290886433,45.47166612339429,86,380.0710114290134,0.0,300,7.1908707618255985,1.5555967164650688,0
46,0.0,0.5520292670564121,4.4857287420904,19,0.0,777.2416533301199,209,1040.9105287323741,59.887379294795615,74,215.61138187538938,0.0,348,0.3412086199489215,0.8021497821407918,0
118,1.1283091088089272,0.054320014661912275,3.4715374836601955,13,1.4821696976521515,2702.9127667264847,250,622.619181995027,63.6443308749913,6,260.71520702915393,399.03557132726877,387,0.0,1.368628176859471,0
444,0.8622381497771446,0.3973045706113548,1.9175149114868861,18,0.5602241575011488,1074.0949882539417,235,1661.8518612337539,121.48000444493258,63,240.08327874306212,109.92431554809616,760,0.0,2.613565764278237,1
238,1.490420715159499,0.8469565450941844,1.6438285351659294,11,0.5715837536326018,948.606891043769,500,2331.598179315582,71.08273389166453,177,421.80913113197255,58.82486123219552,926,6.78879978224771,1.4218308887012716,1
35,0.677772066781392,1.322739974154108,3.7295715179842204,25,1.0505647269887792,3493.9611601217184,30,757.5038133143743,38.663671100184054,51,21.72527959865687,207.84260051080145,141,12.156605364357343,1.7541209882846154,0
134,0.13581234986683183,0.0,2.4811630903167115,9,2.244357798405723,622.2732203959865,370,2174.716587386384,13.319595910529898,62,241.003539772557,60.673793838537364,575,7.167823318254262,0.7165428086490697,0
27,0.25515285568950763,0.6041914768548708,2.236520774487343,6,0.0,0.0,339,1828.8203296759355,135.20723763309252,10,101.07961006206037,263.84370026637134,382,0.3021724647671826,2.0736021011170167,0
245,1.1581466022749216,0.6270543536882759,1.7631059241061613,12,0.0,537.1590077471524,1068,85.82179244926033,95.38343257154779,102,0.0,0.0,1427,23.575410392533257,1.7488126361292204,1
298,1.6461371811475183,0.9502559394271237,2.9788708873835246,10,0.4644530084433887,262.3744674238085,392,1196.1058126095406,67.09487287450291,41,0.0,246.31764532254547,741,27.09908784956694,0.5587325003698344,1
655,0.465792407872732,1.352156323742812,1.7167753724915376,11,0.25492489460852674,807.0537255135289,187,455.6027311381515,0.0,44,230.47324615176376,54.63591926309484,897,0.0,0.02261704326933134,1
164,0.690288322128666,0.0,5.7507582795314995,2,0.0,2160.8605637117394,335,1737.3924353873558,39.85627014489151,38,258.1705919277092,37.68087120805859,539,15.53278281921433,1.2983911874792902,0
178,0.0,0.4309011409769514,3.2751435213707087,12,1.829497432723097,0.0,298,1340.573468942363,64.94767366928008,93,270.7698005690573,0.0,581,8.100024589810486,1.4301729592708294,0
143,0.8107082447673064,0.8215065581831719,0.1743414672080399,15,2.0741575448295926,1618.4616597129134,349,462.63277100895885,33.64961609583939,58,360.0133140540183,176.01699430445106,565,11.616813470882867,1.7263231272380708,0
351,1.2831650546657456,0.33407785421642056,0.9399150028625164,0,1.236627305876793,791.809876736319,952,3160.3174852821785,140.82467125565302,86,209.32487768541912,50.324171618324456,1389,4.528783708819816,0.24503662761178546,1
74,0.6158712911322599,1.3101360199727967,0.0,7,1.5870162691683014,0.0,912,2888.0710546162127,0.0,174,0.0,34.03278239078263,1167,8.180802634758571,0.6029228029947862,1
27,0.682230224757479,1.5292116598338459,0.49042113368109375,24,1.5695994820091452,733.0897230893618,365,1347.9201627247048,14.203641149409805,53,399.7504113214052,195.61313366779893,469,0.048374149565451496,3.427349165494358,0
280,0.0,1.0413423863912143,1.5994717922715969,14,0.9770148983975208,155.75148999833527,985,533.7644602893832,65.82179957246557,147,234.2817444656464,52.72077741472016,1426,17.63730239561468,1.785689573790826,1
794,0.8818426750959217,0.12678103168226673,4.020378598944384,11,2.120369403693301,952.8212415907202,1100,0.0,136.0405919591686,81,90.72778769597898,50.617289595628264,1986,17.986355947676085,2.228960658359826,1
617,0.3058640972191786,1.7225869999934789,4.08061947863245,5,0.1891123732251183,12.399470397130301,719,2681.323966102269,70.97022877323748,108,160.0772872636131,136.20172628135802,1449,10.51731252057999,1.6619969068481846,1
72,0.7097707330567535,0.2822486201344207,2.98779350136721,2,0.24830986273567812,1449.3556164072802,261,222.69352473606864,59.71707820089444,75,147.62037832751972,79.00303036265205,410,4.589846697174795,1.6762113458528365,0
81,0.22836373638724067,0.8483568549464494,2.7555829676951835,12,0.0,789.4388360798729,288,1001.0074691684165,41.017789193678,47,398.6304395636783,58.13536777147467,428,0.0,1.2429917053571369,0
419,0.5774101551930468,1.4588564234481294,1.096751880076852,0,0.4212527535895374,1574.1675353789915,3,2083.2476962660007,45.58703734974371,151,152.83809918549358,159.43400187070824,573,10.337007444317116,2.064906624428972,1
520,0.8353822488685918,1.5268945239533536,3.6675255375209552,6,0.927922331656767,0.0,337,1802.3092476832662,106.32743823457128,68,144.50438156124181,120.57371329994987,931,0.0,1.46375849383206,1
87,0.7198395313245671,0.38938536006105806,3.278779352746488,18,0.0,0.0,29,2223.3414292031302,107.18173330707864,68,261.9905916220964,223.11305749013002,202,10.098693616905477,0.9221614795379046,0
505,0.0,0.9809331966161067,2.195894123352744,16,0.0,1822.7014685094844,596,1143.0315188011355,196.14483994127124,159,0.0,25.096596655135947,1276,19.75251199490515,1.974546951557436,1
191,1.2390016351105453,0.5525297202927358,2.690826792217376,23,1.835436720544613,1274.6213903104467,252,0.0,61.30420486663539,31,146.13404560848375,197.92726672071606,497,0.0,2.228165975581633,0
86,1.0688229364544912,0.0,1.6827210505707855,18,0.5176750931607359,0.0,873,1451.8403649981647,76.34734679532981,108,190.65726087545283,87.66711688818873,1085,23.704502090596343,0.41427163192737715,1
462,0.0,0.6557931775838588,2.1447767327202447,0,1.0818709970505325,0.0,1000,1245.3362845074168,172.91926817543748,72,0.0,82.1296807033677,1534,1.7534550945403353,1.4969002960616895,1
43,0.13255892045532047,0.21102003841136524,3.1882988037264592,19,0.6594597839677712,0.0,280,0.0,14.7199689468694,65,143.18833137517944,179.70760568320588,407,3.1920987463297337,1.70266419391537,0
182,0.6010946678909389,0.5539898337778074,2.6918899401152316,8,1.4331896381473919,1111.3134246040963,109,0.0,53.688480563998795,37,265.3234297940834,299.44657111862136,336,4.1568887967901915,2.3775790989368724,0
335,0.981950483163446,1.094619533721772,1.5540184257117935,19,0.18912739368339893,1783.312435303771,1041,3933.681013578844,128.89836893807197,56,200.84876278762238,206.91847827720042,1451,3.7929696543549145,1.2278975602077458,1
782,0.1803176656428147,1.605189366672852,2.231442059725196,6,0.279353144349928,34.01010035184572,958,169.38361517286648,18.14995540536208,23,298.8933010586105,0.0,1769,0.0,0.9903802506752538,1
32,0.0,1.8452450480158453,3.1135257926424167,2,1.4771647043032874,728.5747128002141,782,0.0,47.62165056904674,95,81.95227452292255,133.80627549767604,911,0.0,0.42450784710922995,1
183,1.1003542972187434,0.3922816429278776,1.5143287481499563,14,0.585535589614333,2441.7208774251276,160,4720.739173039421,88.17785545591548,133,0.0,0.0,490,0.0,1.4407256206834897,1
192,0.6132373478745016,0.4890045002142263,2.7379031873169084,2,0.0,0.0,396,2569.79104938386,50.22027702385436,11,318.3808453008596,121.39204785016406,601,6.622430377103177,0.9875190892249958,0
14,0.004448522445081204,1.89266197699785,3.454379739228765,12,0.35723098770702977,1645.0079145053942,175,1457.946936069435,34.43951834423228,62,51.42830282331744,260.96614364021474,263,0.0,1.759212801740279,0
161,0.8697466335547677,0.0,2.648383394282482,10,1.9696338946067693,311.7348809614489,201,0.0,88.63179727822545,40,231.08183527822672,4.262685435655271,412,10.358617235681152,2.32783379504988,0
732,1.0350961455969732,0.2718142607036804,1.763221370872316,2,0.0,0.0,811,1295.1968181552095,64.05600083714127,39,111.25509831628695,10.002458345928872,1584,11.526494541364704,0.0,1
184,0.39679436081528036,1.1921666155547217,2.5526911985501366,21,1.696836638964073,0.0,139,0.0,45.8755485980952,90,272.20682484556136,239.6221756692415,434,0.0,1.4844934427487342,0
570,1.106846180179203,1.0197067764389112,1.8128745883141293,14,0.549318063612696,356.21699125746807,1079,0.0,35.37682320839371,127,199.06399440393548,44.654976611806624,1790,25.83531082344484,1.2511393257935475,1
115,0.7523739696112464,1.485702497934981,1.5311729615649932,16,1.0093338641845846,470.6959516593179,374,673.6595643393364,59.5566159425007,15,56.190723586458375,107.27110687190473,520,11.361100548262861,0.865632563265886,0
99,1.0457081656506388,1.5807113418987617,5.532135669420494,19,0.013709505501252717,961.1619077581158,249,1637.1377969163236,19.96365349203677,35,275.39194833681523,183.07797878740928,402,2.95995579504413,1.803526831763384,0
15,0.732288913111308,1.1632003920968461,1.0220884690039687,18,0.535648614058324,798.9059706816577,545,219.32648897987679,48.43069745665372,22,0.0,0.0,600,5.7919315045136095,0.0,1
172,0.65279696902052,0.6972510960305779,3.562224812555102,24,0.0,1177.8730420376628,76,2233.163023277796,44.75098549837798,7,343.39628839107945,61.462492088520456,279,5.7857868412818965,1.7027670336892875,0
43,0.370767459654329,0.645711747990044,1.4631737953473838,9,2.1710030902514177,0.0,187,1294.6483118000183,43.70948226719429,95,288.9745719437583,151.78837042154453,334,0.0,2.2509194281537828,0
144,0.0,0.37304992889031763,2.1006996179104136,13,1.4611989686903386,2828.7878130035656,134,0.0,10.902475850221368,66,310.2592443100837,180.8789701603191,357,3.8518087218256576,2.9557609340587936,0
257,0.5733141709894065,2.4009523479006525,1.5505640476431175,3,1.4419819902411692,1948.993501582414,1191,1302.6935048130144,142.20532954087253,26,0.0,85.23477660080889,1477,5.210698349305898,1.8843166972323275,1
16,0.5459786118858614,0.782818128076203,2.505990066927008,9,3.0518474643162783,2345.673551161897,281,0.0,14.271740841717826,100,394.8275857899535,72.70554777519322,406,3.559485957741296,1.5132377306314786,0
